no,deny
incorrect,deny
wrong,deny
nah,deny
nope,deny
absolutely not,deny
no thats not right,deny
i think you mixed that up,deny
you've got the wrong information,deny
thats incorrect,deny
that doesn't sound right,deny
i believe you've made a mistake,deny
nah thats not what i ordered,deny
you've got that backwards,deny
thats not the reservation i made,deny
i think theres been a mixup,deny
no that isn't correct,deny
you've got the details wrong,deny
thats not what i booked,deny
i don't think thats accurate,deny
nah you've got it mixed up,deny
that information isn't right,deny
i believe theres an error,deny
no thats not what we agreed on,deny
you've misunderstood my order,deny
thats not the right reservation,deny
i think you've got that confused,deny
nah thats not what i said,deny
you've made a mistake with the details,deny
that doesn't match what i requested,deny
i believe you've got that wrong,deny
no thats not the correct information,deny
you've mixed up my order,deny
thats not what i reserved,deny
i think theres a mistake in the details,deny
nah thats not accurate,deny
you've got the wrong order,deny
that doesn't sound like what i booked,deny
i believe you've confused my reservation,deny
no thats not the right information,deny
you've misunderstood the details,deny
thats not what i asked for,deny
i think you've got that backwards,deny
nah thats not correct,deny
you've made an error in the order,deny
that doesn't match my reservation,deny
i believe you've mixed up the information,deny
no thats not what i ordered,deny
you've got the wrong reservation,deny
thats not the correct details,deny
i think you've confused my order,deny
nah thats not right at all,deny
you've made a mistake with the reservation,deny
that doesn't sound like what i requested,deny
i believe you've got the wrong information,deny
no thats not what i booked,deny
you've mixed up the details,deny
thats not the order i placed,deny
i think you've misunderstood my request,deny
nah thats not accurate at all,deny
you've got the wrong information here,deny
that doesn't match what i ordered,deny
i believe you've confused the details,deny
no thats not the reservation i made,deny
you've made an error with the information,deny
thats not what i asked to book,deny
i think you've got that completely wrong,deny
nah thats not correct at all,deny
you've mixed up my reservation,deny
that doesn't sound like the order i placed,deny
i believe you've misunderstood the details,deny
no thats not the right order,deny
you've got the wrong details here,deny
thats not what i reserved at all,deny
i think you've confused my information,deny
nah thats not accurate whatsoever,deny
you've made a mistake with my order,deny
that doesn't match the reservation i made,deny
i believe you've got the wrong details,deny
no thats not what i requested,deny
you've mixed up the information completely,deny
thats not the correct order at all,deny
i think you've misunderstood my reservation,deny
nah thats not right whatsoever,deny
you've got the wrong reservation details,deny
that doesn't sound like what i booked at all,deny
i believe you've confused my order completely,deny
no thats not the information i provided,deny
you've made an error with the reservation details,deny
thats not what i asked to reserve,deny
i think you've got that entirely incorrect,deny
nah thats not accurate in any way,deny
you've mixed up my order details,deny
that doesn't match what i requested at all,deny
i believe you've misunderstood the reservation completely,deny
no thats not the right information at all,deny
you've got the wrong order details here,deny
thats not what i booked whatsoever,deny
i think you've confused my reservation completely,deny
nah thats not correct in any way,deny
no i think you've got that wrong,deny
actually that information isn't correct,deny
hang on thats not what i ordered,deny
im pretty sure those details are off,deny
that doesn't match what i remember,deny
i believe theres been a mistake with my reservation,deny
sorry but i think you've made an error there,deny
wait a second that doesn't sound right,deny
im afraid you've got my order mixed up,deny
thats not the information i gave you,deny
hold on theres something wrong with those details,deny
i think theres been a misunderstanding about my booking,deny
that doesn't line up with what we discussed,deny
im certain thats not what i requested,deny
you've got some of the details incorrect there,deny
im afraid theres an error in what you've just said,deny
that information doesn't match my reservation,deny
i think you've confused my order with someone elses,deny
sorry but those details aren't accurate,deny
im pretty sure you've made a mistake there,deny
that doesn't sound like the reservation i made,deny
i believe you've got some incorrect information,deny
wait a minute thats not what we agreed on,deny
im afraid you've got my order details wrong,deny
that doesn't match the information i provided,deny
i think theres been a mix up with my booking,deny
sorry but that information isn't right,deny
im certain theres an error in those details,deny
that doesn't sound like what i asked for,deny
